X1,X3,X7,X8,X9,X10,X11,X15,X17,X18,X19,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X44,X45,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X71,X72,X73,X75,X76,X78,X80,X82,X84,X85,X87,X88,X90,X91,Region,disciplines_recoded_wos
254,8,Yes,Yes,Yes,Yes,Yes,No,No,NA,Yes,Agree,Agree,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely agree,Completely agree,6,1,Very often,0,NA,6,3,Very important,Very important,Very important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2012,Research intensive,Mathematics,NA,Europe & Central Asia,Physical Sciences
256,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Yes,Agree,Agree,Very important,Somewhat important,Very important,Very important,Very unimportant,Neither important nor unimportant,I don't know,Very important,Very important,I don't know,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Agree,I don't know,Very important,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat important,Not applicable,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Disagree,Completely agree,15,15,Very often,3,0,120,6,Very important,Very important,Very important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2011,Teaching intensive,Sociology,NA,Europe & Central Asia,Social Sciences
257,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Completely disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Completely disagree,Neither agree nor disagree,20,10,Rarely,5,5,80,5,Very important,Very important,Important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1998,Both research and teaching intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
261,8,NA,NA,NA,NA,Yes,No,Yes,NA,I don't know,Agree,Neither agree nor disagree,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Very important,Very important,Not applicable,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Agree,Agree,Somewhat unimportant,Somewhat unimportant,Very important,Neither important nor unimportant,Somewhat important,Very important,Not applicable,Very important,Not applicable,Not applicable,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Agree,6,5,Rarely,1,1,20,0,Important,Unimportant,Important,Male,Professor,1990,Research intensive,Archeology,NA,Europe & Central Asia,Social Sciences
264,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Agree,Completely agree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Agree,Agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Agree,Completely agree,4,4,Does not apply,1,1,25,5,Important,Neither important nor unimportant,Important,Female,Professor,1995,Both research and teaching intensive,Biology,NA,North America,Life Sciences & Biomedicine
265,8,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,NA,Yes,Neither agree nor disagree,Agree,Very important,Very important,Somewhat important,Very important,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Agree,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Neither important nor unimportant,Very important,Agree,Agree,15,10,Often,10,3,20,15,Important,Neither important nor unimportant,Important,Male,Post-doctoral researcher (up to 5 years post-PhD),2016,Both research and teaching intensive,Engineering,NA,Europe & Central Asia,Technology
267,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Somewhat important,Somewhat unimportant,Very important,Very important,Somewhat unimportant,Somewhat unimportant,Not applicable,Somewhat important,Not applicable,Not applicable,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat unimportant,Somewhat important,Agree,Completely agree,Somewhat important,Very unimportant,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Not applicable,Neither important nor unimportant,Very unimportant,Not applicable,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very unimportant,Very unimportant,Somewhat important,Agree,Completely agree,6,5,Very rarely,0,NA,15,0,Very unimportant,Very unimportant,Important,Male,Professor,2003,Both research and teaching intensive,Other,NA,Europe & Central Asia,NA
271,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Agree,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Very unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,10,2,Often,0,NA,20,0,Unimportant,Very unimportant,Unimportant,Male,Professor,1994,Research intensive,Psychology,NA,North America,Social Sciences
274,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,No,Completely agree,Completely agree,Somewhat unimportant,Very unimportant,Very important,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat unimportant,Somewhat important,Agree,Completely agree,Somewhat unimportant,Very unimportant,Very important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very unimportant,Somewhat important,Completely agree,Completely agree,5,0,Often,0,NA,10,4,Important,Unimportant,Neither important nor unimportant,Female,Professor,1996,Research intensive,Other,digital humanities,Europe & Central Asia,Arts & Humanities
278,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Completely agree,Completely agree,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat unimportant,Very unimportant,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Very important,I don't know,I don't know,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Neither agree nor disagree,Completely agree,10,3,Rarely,2,0,8,2,Important,Unimportant,Very important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1998,Both research and teaching intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
281,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Agree,Agree,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Neither agree nor disagree,Neither agree nor disagree,1,0,Neither often nor rarely,2,0,1,0,Important,Important,Neither important nor unimportant,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2011,Both research and teaching intensive,Engineering,NA,East Asia & Pacific,Technology
283,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Agree,Somewhat unimportant,Very unimportant,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Very important,Disagree,Disagree,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Very important,Very important,Very important,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Disagree,Agree,15,15,Very rarely,10,3,75,10,Neither important nor unimportant,Important,Very important,Male,Professor,2005,Research intensive,Other,Science studies,Europe & Central Asia,Social Sciences
285,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Yes,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Neither important nor unimportant,Very important,Neither agree nor disagree,I don't know,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,I don't know,I don't know,3,2,Neither often nor rarely,5,2,15,0,Important,Important,Important,Female,Lecturer / Assistant Professor / Research Fellow,2015,Research intensive,Agriculture,NA,Europe & Central Asia,Life Sciences & Biomedicine
287,8,Yes,Yes,Yes,Yes,Yes,I don't know,Yes,NA,Yes,Agree,Agree,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not applicable,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not applicable,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Agree,Agree,25,10,Neither often nor rarely,0,NA,80,70,Very important,Important,Very important,Male,Professor,2015,Both research and teaching intensive,Education,NA,North America,Social Sciences
288,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Disagree,Disagree,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Neither agree nor disagree,Agree,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Neither agree nor disagree,Agree,20,15,Often,2,1,15,10,Important,Very important,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2000,Teaching intensive,Materials Science,NA,Europe & Central Asia,Technology
291,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Yes,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither agree nor disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Completely disagree,Completely agree,15,0,Very often,0,NA,50,5,Very important,Very important,Neither important nor unimportant,Female,Senior Lecturer / Associate Professor  / Senior Researcher,2006,Teaching intensive,Business,NA,Europe & Central Asia,Social Sciences
292,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Yes,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Neither agree nor disagree,Completely agree,15,12,Neither often nor rarely,6,0,25,1,Very important,Neither important nor unimportant,Important,Female,Lecturer / Assistant Professor / Research Fellow,2015,Both research and teaching intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
294,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,I don't know,Disagree,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Very unimportant,Very unimportant,Somewhat important,Completely agree,Neither agree nor disagree,8,8,Often,2,1,50,1,Neither important nor unimportant,Neither important nor unimportant,Unimportant,Male,Professor,1995,Both research and teaching intensive,Statistics,NA,Europe & Central Asia,Physical Sciences
295,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Neither agree nor disagree,Neither agree nor disagree,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Agree,Agree,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Agree,Completely agree,9,4,Rarely,4,2,6,0,Neither important nor unimportant,Important,Neither important nor unimportant,Male,Post-doctoral researcher (up to 5 years post-PhD),2016,Both research and teaching intensive,Engineering,NA,Europe & Central Asia,Technology
296,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely agree,Completely agree,Somewhat important,Somewhat unimportant,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Somewhat important,Very unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Completely agree,Completely agree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Very unimportant,Very unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Completely agree,Completely agree,15,10,Very rarely,10,5,10,0,Unimportant,Very unimportant,Very important,Male,Lecturer / Assistant Professor / Research Fellow,2008,Both research and teaching intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
297,8,Yes,Yes,Yes,Yes,Yes,No,No,NA,Yes,Agree,Agree,Very important,I don't know,I don't know,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Very important,Very important,Very important,Very important,Very unimportant,Somewhat important,Very unimportant,Somewhat unimportant,Very important,Neither important nor unimportant,Very important,Agree,Completely agree,Somewhat unimportant,Very important,Very important,Very unimportant,Very important,Very important,Very important,Very important,Somewhat important,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Disagree,Completely agree,20,18,Very often,5,4,25,3,Important,Important,Neither important nor unimportant,Prefer not to say,Senior Lecturer / Associate Professor  / Senior Researcher,1996,Both research and teaching intensive,Life Sciences,NA,Europe & Central Asia,Life Sciences & Biomedicine
299,8,Yes,Yes,Yes,Yes,Yes,No,I don't know,NA,Not applicable,Completely disagree,Completely disagree,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Completely disagree,Completely disagree,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Completely agree,Completely agree,5,5,Very rarely,0,NA,8,1,Unimportant,Very unimportant,Neither important nor unimportant,Female,Senior Lecturer / Associate Professor  / Senior Researcher,2006,Both research and teaching intensive,Physics,NA,Europe & Central Asia,Physical Sciences
300,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Agree,Agree,Very important,Somewhat important,Very important,Very important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Very important,Somewhat unimportant,Very important,Somewhat unimportant,Very important,Somewhat important,Neither important nor unimportant,Very important,Disagree,Disagree,Neither important nor unimportant,Somewhat important,Very important,Very unimportant,Very important,Neither important nor unimportant,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Very important,Completely disagree,Completely disagree,12,12,Very often,0,NA,30,0,Neither important nor unimportant,Not applicable,Not applicable,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1998,Both research and teaching intensive,Linguistics,NA,Latin America & Caribbean,Social Sciences
302,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Neither agree nor disagree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,I don't know,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Very important,Disagree,Disagree,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Completely agree,Completely agree,11,10,Rarely,5,0,30,0,Neither important nor unimportant,Important,Neither important nor unimportant,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1975,Other,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
303,8,Yes,Yes,Yes,Yes,Yes,Other,No,NA,Not applicable,Agree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither agree nor disagree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither agree nor disagree,Completely agree,60,5,Often,5,0,30,5,Important,Very important,Very important,Female,Post-doctoral researcher (up to 5 years post-PhD),2012,Both research and teaching intensive,Medicine,NA,North America,Life Sciences & Biomedicine
304,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Completely agree,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Agree,Disagree,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Agree,Completely agree,30,20,Very rarely,5,0,50,2,Very important,Neither important nor unimportant,Very important,Male,Professor,2003,Other,Health,NA,North America,Life Sciences & Biomedicine
305,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely disagree,Completely disagree,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Completely disagree,Completely disagree,Somewhat important,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Completely disagree,Completely agree,7,4,Very rarely,25,4,15,0,Important,Very important,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1994,Teaching intensive,Agriculture,NA,Europe & Central Asia,Life Sciences & Biomedicine
307,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Somewhat important,Not applicable,Not applicable,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,Completely agree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Completely agree,Agree,50,35,Often,6,0,60,40,Very important,Very important,Very important,Male,Professor,1983,Both research and teaching intensive,Chemistry,NA,Europe & Central Asia,Physical Sciences
308,8,Yes,Yes,Yes,Yes,Yes,No,No,NA,No,Completely agree,Completely agree,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Very important,Neither agree nor disagree,Completely agree,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Agree,Completely agree,20,10,Neither often nor rarely,2,2,25,3,Important,Important,Important,Male,Professor,1975,Research intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
310,8,Yes,Yes,Yes,Yes,Yes,No,Other,retiring in 1 year,No,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Somewhat important,Very important,Agree,Agree,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Very important,Completely agree,Completely agree,50,45,Very rarely,3,3,50,2,Neither important nor unimportant,Unimportant,Neither important nor unimportant,Female,Professor,1986,Both research and teaching intensive,Environmental Science,NA,Europe & Central Asia,Life Sciences & Biomedicine
311,8,NA,NA,NA,NA,Yes,Yes,Yes,NA,Other,Agree,Agree,Very important,Very important,Somewhat important,Very important,Neither important nor unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Neither important nor unimportant,Very unimportant,Neither important nor unimportant,Very unimportant,Very unimportant,Very important,Very important,Very important,Completely disagree,Completely disagree,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Very unimportant,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Agree,Completely agree,20,20,Very often,20,20,100,0,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Female,Senior Lecturer / Associate Professor  / Senior Researcher,2003,Research intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
312,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Agree,Completely agree,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Completely agree,Completely agree,30,30,Often,10,10,50,1,Very important,Important,Very important,Male,Professor,1980,Both research and teaching intensive,Life Sciences,NA,North America,Life Sciences & Biomedicine
318,8,Yes,Yes,Yes,Yes,Yes,Other,No,NA,Other,Agree,Neither agree nor disagree,Very important,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Very important,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Very important,I don't know,I don't know,I don't know,I don't know,Somewhat important,Not applicable,Somewhat important,Somewhat important,Very important,Very important,Not applicable,Very important,Very important,Somewhat important,Not applicable,Very important,Very important,Neither important nor unimportant,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither agree nor disagree,Completely agree,5,5,Does not apply,0,NA,10,2,Very important,Very important,Very important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,1969,Both research and teaching intensive,Health,NA,North America,Life Sciences & Biomedicine
